molecule_id	score_a	score_b	paff_a	paff_b	score_delta_b_minus_a	pAffinity_delta_b_minus_a
CHEMBL5194174	0.5180809	0.5204702	8.259637310505756	7.377785977033705	0.0023893000000000386	-0.881851333472051
CHEMBL5195358	0.0	0.0	6.0	6.0	0.0	0.0
CHEMBL5196254	0.23615262	0.23416899	6.958607314841775	6.301029995663981	-0.001983630000000014	-0.6575773191777934
CHEMBL5196495	0.012309596	0.012331988	9.261439372640169	9.69897000433602	2.239199999999955e-05	0.4375306316958518
CHEMBL5198314	0.25481606	0.2569599	8.2518119729938	7.458420756053419	0.002143840000000008	-0.7933912169403801
CHEMBL5199169	0.20689826	0.20434885	6.911954370472159	6.301029995663981	-0.002549410000000002	-0.6109243748081781
CHEMBL5200598	0.57376575	0.57593966	7.486782399932061	6.653060537301009	0.002173910000000001	-0.8337218626310516
CHEMBL5201846	0.37895313	0.37753224	7.308092317009784	6.616184634019569	-0.001420890000000008	-0.6919076829902151
CHEMBL5203821	0.32780525	0.3252473	6.443697499232712	6.301029995663981	-0.0025579499999999755	-0.14266750356873104
CHEMBL5206298	0.15436757	0.15417323	7.090195133624206	6.79317412396815	-0.00019434000000001506	-0.2970210096560564
CHEMBL5206476	0.0	0.0	5.275724130399211	5.275724130399211	0.0	0.0
CHEMBL5206683	0.043618537	0.044319086	8.1249387366083	8.3767507096021	0.0007005490000000017	0.2518119729937993
CHEMBL5206715	0.3672331	0.36608443	9.69897000433602	9.522878745280336	-0.0011486699999999628	-0.1760912590556849
CHEMBL5207083	0.2926842	0.29256365	7.889410289700751	7.1090204030103115	-0.00012054999999999705	-0.7803898866904397
CHEMBL5209075	0.20165274	0.19853589	6.33889035263304	6.376750709602099	-0.0031168500000000043	0.037860356969058984
CHEMBL5209276	0.0	0.0	6.288327903183606	6.575118363368933	0.0	0.28679046018532706
CHEMBL5209545	0.031819824	0.031877708	8.67778070526608	7.511449283499556	5.78840000000011e-05	-1.1663314217665244
CHEMBL5218754	0.5239312	0.5227345	10.0	8.0268721464003	-0.0011967000000000505	-1.9731278535996992
CHEMBL5218797	0.18767382	0.18508154	9.397940008672036	7.657577319177793	-0.0025922800000000024	-1.7403626894942423
CHEMBL5218879	0.27066246	0.26748985	8.0762380391713	8.054039296422431	-0.00317261000000002	-0.022198742748868128
CHEMBL5220061	0.28801984	0.28549197	7.903089986991944	8.11690664142431	-0.002527870000000043	0.21381665443236564
CHEMBL5220529	0.39553288	0.39557207	10.0	8.070581074285707	3.919000000002226e-05	-1.9294189257142929
CHEMBL5220645	0.6629359	0.6639464	10.0	8.065501548756432	0.0010105000000000253	-1.9344984512435683
CHEMBL5395951	0.5968778	0.5988046	8.096910013008056	7.262309703428318	0.0019268000000000063	-0.8346003095797379
CHEMBL5413341	0.29306948	0.2940181	7.769551078621726	6.991399828238082	0.0009486200000000111	-0.7781512503836439
CHEMBL5414782	0.66438556	0.6654205	8.309803919971486	7.646726448679821	0.0010349399999999287	-0.6630774712916647
CHEMBL5430547	0.3061076	0.30643716	7.67778070526608	7.437894658281891	0.0003295600000000065	-0.23988604698418836
CHEMBL553	0.9735297	0.9735764	5.210108201691595	6.504455662453552	4.669999999995511e-05	1.2943474607619567
CHEMBL5542997	0.45651162	0.4564283	7.3570411205902095	7.927750102386486	-8.331999999999784e-05	0.570708981796276
CHEMBL5563885	0.35028765	0.35051382	7.141041945281994	7.573814174755489	0.00022616999999997	0.43277222947349436
CHEMBL939	0.97505283	0.97500014	6.026410376572743	5.498940737782249	-5.2689999999966375e-05	-0.5274696387904942
